num_doc_cli,cod_tipo_doc_cli,cod_ejec_bco,num_doc_gte_inv,cod_gte_inv
7254111184849500780,3,2399129842831203606,1263041317332062711,5233438259559169896
2965578759247221651,3,2399129842831203606,1263041317332062711,5233438259559169896
8925617314808290890,3,2399129842831203606,1263041317332062711,5233438259559169896
2099267802630103119,3,2399129842831203606,1263041317332062711,5233438259559169896
6061663077847778268,3,2399129842831203606,1263041317332062711,5233438259559169896
7677025518541010757,3,2399129842831203606,1263041317332062711,5233438259559169896
1502705658261559409,1,2367382583218796416,4344839043934969046,5628721054647793790
4156633341086223610,1,2367382583218796416,4344839043934969046,5628721054647793790
5694047375706264951,1,2367382583218796416,4344839043934969046,5628721054647793790
7581218618572059952,1,2367382583218796416,4344839043934969046,5628721054647793790
3690540589540998744,1,2367382583218796416,4344839043934969046,5628721054647793790
6833896901885104512,1,6024010168743331386,1263041317332062711,5233438259559169896
5587761109073936700,3,6024010168743331386,1263041317332062711,5233438259559169896
4908964631265107521,1,6048211824855103023,1263041317332062711,5233438259559169896
6652856600738122721,3,6169508710278973226,4974957231608631115,1067643372379149345
2380255470764375782,3,6169508710278973226,4974957231608631115,1067643372379149345
4202395895693490078,3,2288330331422465144,4974957231608631115,1067643372379149345
2634663184534007133,1,2232203204717799631,4974957231608631115,1067643372379149345
4706626805617623426,1,2232203204717799631,4974957231608631115,1067643372379149345
1712560109933303319,1,2232203204717799631,4974957231608631115,1067643372379149345
495633994454644866,9,2232203204717799631,4974957231608631115,1067643372379149345
7526915965541484535,3,2212269932451986483,2823133972631751740,6860972591341074531
372388970423994723,1,2174870888515558734,1872056861363575577,8648915042775491028
2805848840214882708,3,2524040544913206744,2438353989377984349,407898234825809740
4454891500511072921,3,8968201371759933948,1263041317332062711,5233438259559169896
309733161739378573,1,5502575500779345246,6338595284312151840,7255060369211437952
8094392052822248969,3,5924914076418656237,1263041317332062711,5233438259559169896
471279422220346566,3,5924914076418656237,1263041317332062711,5233438259559169896
4234521341967416680,3,5924914076418656237,1263041317332062711,5233438259559169896
4714310569438743674,3,5924914076418656237,1263041317332062711,5233438259559169896
5961590852187002924,3,5924914076418656237,1263041317332062711,5233438259559169896
7645379037578127341,3,5924914076418656237,1263041317332062711,5233438259559169896
1787713836531448381,3,5924914076418656237,1263041317332062711,5233438259559169896
3613645130502124641,3,5924914076418656237,1263041317332062711,5233438259559169896
4254629165756602721,3,5924914076418656237,1263041317332062711,5233438259559169896
1751267951213557890,3,5924914076418656237,1263041317332062711,5233438259559169896
1482910065607710023,3,5924914076418656237,1263041317332062711,5233438259559169896
1209325878889484313,3,5924914076418656237,1263041317332062711,5233438259559169896
421037727589881947,3,5924914076418656237,1263041317332062711,5233438259559169896
1984945372888507856,3,5571145506635705468,3145650865498637302,2503505065354668098
8766468267917275493,3,2823138981550035500,1872056861363575577,8648915042775491028
2154082896454634601,3,2823138981550035500,1872056861363575577,8648915042775491028
869218557197446590,3,2823138981550035500,1872056861363575577,8648915042775491028
1599706930832636952,3,2823138981550035500,1872056861363575577,8648915042775491028
5775201168766734416,3,2823138981550035500,1872056861363575577,8648915042775491028
2278726661100851431,3,2823138981550035500,1872056861363575577,8648915042775491028
2983685419379125228,3,2823138981550035500,1872056861363575577,8648915042775491028
5130911619452343016,3,2823138981550035500,1872056861363575577,8648915042775491028
5471464989789343967,3,2823138981550035500,1872056861363575577,8648915042775491028
907383932904889954,3,2823138981550035500,1872056861363575577,8648915042775491028
1923749752274623441,3,5645718831977404792,3322302553801625208,646295124943660661
6781652384136680129,1,2794920977396471040,1980704618275534174,7848047449742946354
7943882663999019548,3,5676886097900283003,1980704618275534174,7848047449742946354
2350361076293623699,3,5708165834208776846,1872056861363575577,8648915042775491028
935470635389084658,3,5708165834208776846,1872056861363575577,8648915042775491028
6461495011039036509,1,8583024522979616357,1872056861363575577,8648915042775491028
9064361822669999827,1,2747675904675628996,1980704618275534174,7848047449742946354
1999867070782149683,1,5777809358881387328,1872056861363575577,8648915042775491028
6784591851525207878,3,5795895253025656308,1263041317332062711,5233438259559169896
9062276496222587077,1,5804775306076408251,1872056861363575577,8648915042775491028
6315277798552107298,1,2710322308545955304,6267087304981669273,3068611274367202794
4155447101221740019,3,2687599329316620706,1263041317332062711,5233438259559169896
7179260397712354738,1,8576419344311948934,1263041317332062711,5233438259559169896
5874938278245831670,3,5892109649152937118,4974957231608631115,1067643372379149345
5040527181792087382,3,5892109649152937118,4974957231608631115,1067643372379149345
3514937010052549422,3,5892109649152937118,4974957231608631115,1067643372379149345
4578739960407739219,1,5892109649152937118,4974957231608631115,1067643372379149345
7039184478751580907,3,5892109649152937118,4974957231608631115,1067643372379149345
356711773543334795,1,5892109649152937118,4974957231608631115,1067643372379149345
3549215626667371332,1,5892109649152937118,4974957231608631115,1067643372379149345
524054468465286335,1,6213039049165413382,1980704618275534174,7848047449742946354
4103120324588113449,1,2170321436555443007,1891523618544482936,8760413806532274548
5861341389738653161,1,2170321436555443007,1891523618544482936,8760413806532274548
4094118324448505757,1,6218337776409913795,1872056861363575577,8648915042775491028
6015901595749112743,3,6221587080860510369,1263041317332062711,5233438259559169896
5405726221430180502,1,6628398930936878796,6338595284312151840,7255060369211437952
7580688118284876276,1,6654837771706093329,4974957231608631115,1067643372379149345
8588475949394677930,3,8497941445351187251,1980704618275534174,7848047449742946354
6202478003890064460,3,8497941445351187251,1980704618275534174,7848047449742946354
7220304078124980610,3,6719598596283048710,1980704618275534174,7848047449742946354
6568803234648748075,3,6719598596283048710,1980704618275534174,7848047449742946354
4143303822090462958,1,1546620976077266911,1872056861363575577,8648915042775491028
2055931692945116362,1,1546620976077266911,1872056861363575577,8648915042775491028
7474095966522626889,1,6762813906749293595,2335748801186789655,6386334348562881359
2047612445178188553,3,1542097969008187730,1872056861363575577,8648915042775491028
307804082377129601,3,6844359466987225722,1263041317332062711,5233438259559169896
9135812735059293604,3,6844359466987225722,1263041317332062711,5233438259559169896
7209805131056419762,1,6844359466987225722,1263041317332062711,5233438259559169896
2361467613696344941,3,6844359466987225722,1263041317332062711,5233438259559169896
3068352261855554256,3,6844359466987225722,1263041317332062711,5233438259559169896
6598569704707733805,3,6844359466987225722,1263041317332062711,5233438259559169896
5619309582997354786,3,6844359466987225722,1263041317332062711,5233438259559169896
2671650653467974081,3,6844359466987225722,1263041317332062711,5233438259559169896
3814882934659104994,3,6844359466987225722,1263041317332062711,5233438259559169896
8397994495410678676,3,6844359466987225722,1263041317332062711,5233438259559169896
2419381951539692334,3,6844359466987225722,1263041317332062711,5233438259559169896
7874806611681291724,3,6844359466987225722,1263041317332062711,5233438259559169896
2104368131747300485,3,6844359466987225722,1263041317332062711,5233438259559169896
992810308136904003,3,6844359466987225722,1263041317332062711,5233438259559169896
5756700833909273920,3,6844359466987225722,1263041317332062711,5233438259559169896
8253188346756948876,3,6844359466987225722,1263041317332062711,5233438259559169896
7116038905205568443,3,6844359466987225722,1263041317332062711,5233438259559169896
1785868175086632783,3,6844359466987225722,1263041317332062711,5233438259559169896
98475397720485266,3,6844359466987225722,1263041317332062711,5233438259559169896
5513564033480761996,3,6844359466987225722,1263041317332062711,5233438259559169896
9007954634465827120,3,6844359466987225722,1263041317332062711,5233438259559169896
867872766777990438,3,6844359466987225722,1263041317332062711,5233438259559169896
6776729176205778229,3,6844359466987225722,1263041317332062711,5233438259559169896
7881228252763636367,3,6844359466987225722,1263041317332062711,5233438259559169896
5305861632045422924,3,6844359466987225722,1263041317332062711,5233438259559169896
274811204650405421,3,6844359466987225722,1263041317332062711,5233438259559169896
1486320169710643167,3,6844359466987225722,1263041317332062711,5233438259559169896
8635254942539683657,3,6844359466987225722,1263041317332062711,5233438259559169896
5146296672504866219,3,6844359466987225722,1263041317332062711,5233438259559169896
4224436816489690719,3,6844359466987225722,1263041317332062711,5233438259559169896
6381411304536215533,3,6844359466987225722,1263041317332062711,5233438259559169896
6251178453870206968,3,6844359466987225722,1263041317332062711,5233438259559169896
7761276475795742491,1,6844359466987225722,1263041317332062711,5233438259559169896
4558049018240648541,3,6844359466987225722,1263041317332062711,5233438259559169896
3854265329103344966,3,6844359466987225722,1263041317332062711,5233438259559169896
6763351948662403514,3,6844359466987225722,1263041317332062711,5233438259559169896
341633076299790163,3,6844359466987225722,1263041317332062711,5233438259559169896
2648471463481517617,3,6844359466987225722,1263041317332062711,5233438259559169896
9021328406558631109,1,6844359466987225722,1263041317332062711,5233438259559169896
6674121447014583746,1,6844359466987225722,1263041317332062711,5233438259559169896
8061780125679078345,3,6844359466987225722,1263041317332062711,5233438259559169896
1411479469183829536,3,6844359466987225722,1263041317332062711,5233438259559169896
3533561246845762429,3,6844359466987225722,1263041317332062711,5233438259559169896
158094243506462341,1,6876349775759014601,7729773175173231000,4204562413355719638
635833925141961654,3,6879034318555770940,1263041317332062711,5233438259559169896
8609012973803725065,3,6879034318555770940,1263041317332062711,5233438259559169896
7706393649553148331,1,6879034318555770940,1263041317332062711,5233438259559169896
3286863390671755214,3,6879034318555770940,1263041317332062711,5233438259559169896
4143464290289507780,1,6879034318555770940,1263041317332062711,5233438259559169896
7663269860744998095,3,6879034318555770940,1263041317332062711,5233438259559169896
9040815188384090552,3,9085822783044049712,4344839043934969046,5628721054647793790
3535576735107521541,1,1383418155147439906,7745895991753920627,6393060264697452315
4211542295918537254,1,1383418155147439906,7745895991753920627,6393060264697452315
6806928053212422594,1,1383418155147439906,7745895991753920627,6393060264697452315
4290691874861519326,1,1383418155147439906,7745895991753920627,6393060264697452315
7542083320951514844,1,1354378847348642255,1872056861363575577,8648915042775491028
3373764961929839325,1,1354378847348642255,1872056861363575577,8648915042775491028
2859317207752412772,1,1354378847348642255,1872056861363575577,8648915042775491028
5381998654026861883,1,1354378847348642255,1872056861363575577,8648915042775491028
5892917441602048393,3,8468425484287492298,1263041317332062711,5233438259559169896
5634261689733772287,3,8468425484287492298,1263041317332062711,5233438259559169896
5727479223851474045,3,8468425484287492298,1263041317332062711,5233438259559169896
5235691804147952965,3,9090206858631361089,1263041317332062711,5233438259559169896
5105042734413639170,3,9090206858631361089,1263041317332062711,5233438259559169896
7410028802221043362,3,9090206858631361089,1263041317332062711,5233438259559169896
1338577170237248787,3,6616437491371275784,1980704618275534174,7848047449742946354
1078401744401830225,1,6606910836966973642,1872056861363575577,8648915042775491028
6531625673177429046,3,6606910836966973642,1872056861363575577,8648915042775491028
5073489649298013184,3,6606910836966973642,1872056861363575577,8648915042775491028
6953344450995056310,3,6606910836966973642,1872056861363575577,8648915042775491028
487906117435842119,3,6606910836966973642,1872056861363575577,8648915042775491028
6297333645711269077,1,6606910836966973642,1872056861363575577,8648915042775491028
374072071631950149,1,6606910836966973642,1872056861363575577,8648915042775491028
5643075418419081875,1,6606910836966973642,1872056861363575577,8648915042775491028
8148615142852482077,3,6606910836966973642,1872056861363575577,8648915042775491028
869834305875514880,1,6606910836966973642,1872056861363575577,8648915042775491028
5228830635294293787,1,6577099223688332793,1263041317332062711,5233438259559169896
1490164884749866802,1,2022849662234894521,4344839043934969046,5628721054647793790
2334638816485427518,1,2022849662234894521,4344839043934969046,5628721054647793790
7780489840504780109,9,6228590516789074896,6338595284312151840,7255060369211437952
5210254177173467279,1,6228590516789074896,6338595284312151840,7255060369211437952
3206534921820967763,1,6228590516789074896,6338595284312151840,7255060369211437952
5847636910769453499,1,6228590516789074896,6338595284312151840,7255060369211437952
1234320740470661738,1,6228590516789074896,6338595284312151840,7255060369211437952
7461647828637054841,1,2135760630725569301,1263041317332062711,5233438259559169896
4128687892231308225,1,6280558534990044474,1980704618275534174,7848047449742946354
4589547182179118336,3,2081138779774029993,1263041317332062711,5233438259559169896
5977724936792178492,1,2040760133246147200,1978033980923414763,6823146045912890983
7767566884162482710,1,2040760133246147200,1978033980923414763,6823146045912890983
6278498940085629206,1,4166768821730890980,1872056861363575577,8648915042775491028
7871793283748053904,1,4166768821730890980,1872056861363575577,8648915042775491028
3313348420216145690,1,6356663035584631173,1980704618275534174,7848047449742946354
7014108837417701164,3,1688593625809697518,1980704618275534174,7848047449742946354
8086161023337031888,3,1688593625809697518,1980704618275534174,7848047449742946354
5766651265849626601,3,1921586450149183587,5317035587091186429,2733424828101944214
3808782850999643692,3,6447455467675568464,1263041317332062711,5233438259559169896
7703050003032195833,3,1825140780968620296,5317035587091186429,2733424828101944214
9165617276505509146,3,6509904373229010256,4974957231608631115,1067643372379149345
8853887102284553072,3,6509904373229010256,4974957231608631115,1067643372379149345
398951731812069643,1,1777753399645315156,4344839043934969046,5628721054647793790
3711344722650534926,1,6550010286490561012,7890506340618312303,4716839945563024945
8908587949453325738,1,5512417059173658669,4252495677915976204,4456270089495195284
7781342965379762279,1,5512417059173658669,4252495677915976204,4456270089495195284
5003449562101253895,3,5463865786188889792,5317035587091186429,2733424828101944214
5637123307458672127,3,5463865786188889792,5317035587091186429,2733424828101944214
2422035729963791951,1,1326291224759253502,1978033980923414763,6823146045912890983
5463482540504386983,3,3862416718488656603,4344839043934969046,5628721054647793790
8949170480152836792,3,3862416718488656603,4344839043934969046,5628721054647793790
3119169966508299312,1,4407275540579081769,1263041317332062711,5233438259559169896
4229456550352603002,1,3819476106826185019,1980704618275534174,7848047449742946354
4445675232671375960,1,3808189272338534628,1263041317332062711,5233438259559169896
1318773461293421392,3,4447381986728374501,1263041317332062711,5233438259559169896
2467439537359635354,3,4447381986728374501,1263041317332062711,5233438259559169896
3053991421897209081,3,4447381986728374501,1263041317332062711,5233438259559169896
6006316679768966804,3,4447381986728374501,1263041317332062711,5233438259559169896
4543341463092993431,1,3761747211729835739,5406021909373007051,3601147290888769305
2908996895432364809,1,3761747211729835739,5406021909373007051,3601147290888769305
1561133109630439864,1,3761747211729835739,5406021909373007051,3601147290888769305
5873835949256099415,1,3761747211729835739,5406021909373007051,3601147290888769305
805929230009326480,1,3748665425395706897,4035831650893096308,2727520240940259531
9107800211373087433,1,3748665425395706897,4035831650893096308,2727520240940259531
8725874696213128047,1,3748665425395706897,4035831650893096308,2727520240940259531
4550492997946885219,1,3748350716852622657,1623955494121684788,8047120398889169571
8904283296217647755,1,3746016911464559726,1872056861363575577,8648915042775491028
436992058865900923,1,4451642314107855961,5317035587091186429,2733424828101944214
5372390775158507489,3,3735746322995424785,1980704618275534174,7848047449742946354
2609697739690163067,3,8760413806532274548,4458202341386194910,5998059803760412036
6209407141509446974,3,8760413806532274548,4458202341386194910,5998059803760412036
6021316701293155616,1,8760413806532274548,4458202341386194910,5998059803760412036
6609304855217083693,3,3727232302866478721,1872056861363575577,8648915042775491028
3705480367390191688,3,3697194122882700266,1263041317332062711,5233438259559169896
6944991124985524077,3,3697194122882700266,1263041317332062711,5233438259559169896
7723477246992209413,3,3697194122882700266,1263041317332062711,5233438259559169896
5080025731146920447,3,3697194122882700266,1263041317332062711,5233438259559169896
1310158351741377027,1,3697194122882700266,1263041317332062711,5233438259559169896
8343775839305176876,3,3697194122882700266,1263041317332062711,5233438259559169896
8350947756390934789,3,3697194122882700266,1263041317332062711,5233438259559169896
8258302782502159375,3,3697194122882700266,1263041317332062711,5233438259559169896
7221624887073351960,3,3697194122882700266,1263041317332062711,5233438259559169896
3567739313021409303,3,3697194122882700266,1263041317332062711,5233438259559169896
8633941901833899104,3,3697194122882700266,1263041317332062711,5233438259559169896
8653215025840669300,3,3697194122882700266,1263041317332062711,5233438259559169896
7236764068493023365,3,3697194122882700266,1263041317332062711,5233438259559169896
6687339182230227758,3,3697194122882700266,1263041317332062711,5233438259559169896
5387351271610106272,3,3697194122882700266,1263041317332062711,5233438259559169896
8503239257055039611,3,3697194122882700266,1263041317332062711,5233438259559169896
4556824588557630828,3,3697194122882700266,1263041317332062711,5233438259559169896
850730550183401702,3,3697194122882700266,1263041317332062711,5233438259559169896
200440998688492803,3,3697194122882700266,1263041317332062711,5233438259559169896
6485751071265839864,3,3697194122882700266,1263041317332062711,5233438259559169896
869671561756473724,3,3697194122882700266,1263041317332062711,5233438259559169896
6031773856810265494,3,3697194122882700266,1263041317332062711,5233438259559169896
593933142777415715,3,3697194122882700266,1263041317332062711,5233438259559169896
1199643484374473159,3,3697194122882700266,1263041317332062711,5233438259559169896
482419957176749355,3,3697194122882700266,1263041317332062711,5233438259559169896
2790171413511118704,3,3697194122882700266,1263041317332062711,5233438259559169896
7024718510496736950,3,3697194122882700266,1263041317332062711,5233438259559169896
3793115546361752884,3,3697194122882700266,1263041317332062711,5233438259559169896
1898252994384384201,3,3692012133979698149,1263041317332062711,5233438259559169896
4559732761227521357,3,3692012133979698149,1263041317332062711,5233438259559169896
8689203434910666287,3,3692012133979698149,1263041317332062711,5233438259559169896
4720804603173155968,3,3848037758290485747,1263041317332062711,5233438259559169896
7724025201396558432,1,3848037758290485747,1263041317332062711,5233438259559169896
6543053108910890082,1,3864982218548110731,1263041317332062711,5233438259559169896
8927192797624172566,1,2899673930138634701,1263041317332062711,5233438259559169896
758901076924254252,3,4390020540425793703,1263041317332062711,5233438259559169896
9208608454554280453,3,4191687983237056460,1263041317332062711,5233438259559169896
5190527615028896163,1,4206311226855057054,4035831650893096308,2727520240940259531
2274083374232082931,3,4122360666594419851,4252495677915976204,4456270089495195284
75263795587267521,3,4328396415371162179,8555897314520200098,5892352324634641774
7740854579145666207,1,4328396415371162179,8555897314520200098,5892352324634641774
7644642654672933411,3,4328396415371162179,8555897314520200098,5892352324634641774
5770206173923495922,3,4328396415371162179,8555897314520200098,5892352324634641774
6703125936691917507,1,4010425006907181632,1872056861363575577,8648915042775491028
4303560035393067024,1,4010425006907181632,1872056861363575577,8648915042775491028
7415920801583282680,1,4006729783857533453,7581600604330478986,4134087135805958356
1386516299161273548,1,4006729783857533453,7581600604330478986,4134087135805958356
4654217845849313395,3,3983502299013884023,8588671355042849336,6994591560675612489
5224655217968671838,3,3964647819260440509,4458202341386194910,5998059803760412036
7995834213580643817,3,3964647819260440509,4458202341386194910,5998059803760412036
1190724888740807641,1,3958827646779425074,4458202341386194910,5998059803760412036
473974418189278298,3,3900657395983370517,1263041317332062711,5233438259559169896
2453056254785645992,1,4387673808625170504,1872056861363575577,8648915042775491028
6146151196532372087,1,4387673808625170504,1872056861363575577,8648915042775491028
5986093243993345595,1,4387673808625170504,1872056861363575577,8648915042775491028
3465603961935252021,3,4387673808625170504,1872056861363575577,8648915042775491028
6362138003914322345,3,4387673808625170504,1872056861363575577,8648915042775491028
9049316502186264641,3,4387673808625170504,1872056861363575577,8648915042775491028
6184684873229939107,3,4387673808625170504,1872056861363575577,8648915042775491028
4939429976588292633,1,4387673808625170504,1872056861363575577,8648915042775491028
3373353022176844680,3,4387673808625170504,1872056861363575577,8648915042775491028
9033893083785505275,1,4387673808625170504,1872056861363575577,8648915042775491028
3522145862688849527,3,4387673808625170504,1872056861363575577,8648915042775491028
6499484149185368951,3,4387673808625170504,1872056861363575577,8648915042775491028
4391948880134394479,3,4387673808625170504,1872056861363575577,8648915042775491028
3363713111219432842,1,4387673808625170504,1872056861363575577,8648915042775491028
4226648146561168644,3,3885977013655944676,1872056861363575577,8648915042775491028
488670024856883306,1,3881542933632415525,6338595284312151840,7255060369211437952
8372237777711226295,1,3881542933632415525,6338595284312151840,7255060369211437952
1409674979929080103,1,3878876354170315707,4621193985370182472,1779618573794003570
7936048081366321000,3,3878876354170315707,4621193985370182472,1779618573794003570
4925150966172114080,1,3872748280885140730,2335748801186789655,6386334348562881359
6530933327933121717,1,4481712315650177674,1263041317332062711,5233438259559169896
8188503093709539523,3,4481712315650177674,1263041317332062711,5233438259559169896
2650809136318612374,3,4481712315650177674,1263041317332062711,5233438259559169896
3043768087689322445,3,4481712315650177674,1263041317332062711,5233438259559169896
6255007465049817365,1,3679220343143515244,1263041317332062711,5233438259559169896
582725748286318874,1,3679220343143515244,1263041317332062711,5233438259559169896
6117434641958721315,1,4523014159148954585,3145650865498637302,2503505065354668098
8234232586033188799,1,4523014159148954585,3145650865498637302,2503505065354668098
217244431068255731,3,4635913035304591423,6924170661612155956,8665025414122498329
2843218657281410259,3,4635913035304591423,6924170661612155956,8665025414122498329
3319965522023122047,3,4635913035304591423,6924170661612155956,8665025414122498329
8847166759991685233,3,3313848200502687704,5317035587091186429,2733424828101944214
682108058292326680,3,3313848200502687704,5317035587091186429,2733424828101944214
5576634389033562107,3,3313848200502687704,5317035587091186429,2733424828101944214
8561565378632975766,3,3313848200502687704,5317035587091186429,2733424828101944214
8739300639437869727,3,3313848200502687704,5317035587091186429,2733424828101944214
6983716203289077242,3,3313848200502687704,5317035587091186429,2733424828101944214
6080997208861560125,1,5053198184679287961,1872056861363575577,8648915042775491028
2714219238383833296,1,5053198184679287961,1872056861363575577,8648915042775491028
8876825988779364707,1,5057003689133569548,4974957231608631115,1067643372379149345
3002813011982555889,3,5057003689133569548,4974957231608631115,1067643372379149345
7566911747545035655,3,5163837554462594700,1978033980923414763,6823146045912890983
3887061973595506485,3,5168886453017977531,8158578217586688341,6899003880116134732
7174175556615713230,1,8648915042775491028,6522136206531577599,6348457127782643712
8170327191155699160,3,3143588720224347796,1263041317332062711,5233438259559169896
4584113881446547526,3,3138280147934519558,1263041317332062711,5233438259559169896
9121230207186928723,3,3095852693573885266,3619166219777894651,9079515411528897215
3195696732500752538,3,3095852693573885266,3619166219777894651,9079515411528897215
4316217861683910092,3,3082623667345325220,3845501433863906259,1234591062429359022
9207107220221015637,3,2997096935837358649,5523664155127086151,4226249958867199939
8810172963654442525,3,2997096935837358649,5523664155127086151,4226249958867199939
1984878585373894370,3,5423489462187659217,1263041317332062711,5233438259559169896
8419757821697182038,3,5423489462187659217,1263041317332062711,5233438259559169896
5163973555260065216,3,5423489462187659217,1263041317332062711,5233438259559169896
7385309236849977337,3,5423489462187659217,1263041317332062711,5233438259559169896
5335679516385760923,1,5423489462187659217,1263041317332062711,5233438259559169896
4165866704425054022,3,5423489462187659217,1263041317332062711,5233438259559169896
7459871131162807889,3,5423489462187659217,1263041317332062711,5233438259559169896
640805015051069904,3,5423489462187659217,1263041317332062711,5233438259559169896
2914494321505587148,3,5423489462187659217,1263041317332062711,5233438259559169896
6416606503033115759,3,5423489462187659217,1263041317332062711,5233438259559169896
133861914833619457,3,8913513915058551170,2438353989377984349,407898234825809740
2493695837700782505,1,8913513915058551170,2438353989377984349,407898234825809740
2642079701825990778,3,5444256609876832638,1263041317332062711,5233438259559169896
1498432796698317515,3,5444256609876832638,1263041317332062711,5233438259559169896
3599839137042640603,3,5444256609876832638,1263041317332062711,5233438259559169896
3748531225197473085,3,5444256609876832638,1263041317332062711,5233438259559169896
7670498885634468808,3,5444256609876832638,1263041317332062711,5233438259559169896
7802260091834879720,3,5444256609876832638,1263041317332062711,5233438259559169896
292510178332614545,1,3321583951669691632,1872056861363575577,8648915042775491028
5936640285978675978,1,5044130597834717434,5317035587091186429,2733424828101944214
2782774640847854378,1,8702485341568167634,1263041317332062711,5233438259559169896
6805726700222902429,1,4824462424621498305,1872056861363575577,8648915042775491028
2961855323540215375,3,4666403796924206335,4252495677915976204,4456270089495195284
5385913026474608984,3,4781678441859100717,4252495677915976204,4456270089495195284
6510477119126262072,1,4790750435056114225,4252495677915976204,4456270089495195284
1489669928501213077,1,4797848012782579027,1263041317332062711,5233438259559169896
2094385482892485002,9,3527339400366339877,4252495677915976204,4456270089495195284
7046301767026840264,3,4838514329042098619,6924170661612155956,8665025414122498329
1782249738689041805,3,4838514329042098619,6924170661612155956,8665025414122498329
1216441750238297312,3,4838514329042098619,6924170661612155956,8665025414122498329
957897512953115376,9,3386707833885560924,4458202341386194910,5998059803760412036
7952132832661441618,1,4850950601441757295,1872056861363575577,8648915042775491028
8262320811057283788,3,4850950601441757295,1872056861363575577,8648915042775491028
694166913035159281,3,4916089851386992110,1891523618544482936,8760413806532274548
1683818144592906001,3,3459010528862577449,1263041317332062711,5233438259559169896
7693528395716553024,3,3417972897063522085,1263041317332062711,5233438259559169896
7821743022280724233,3,3417318113065316541,4548229588224812420,1964786946992177764
4988170964383035187,3,3417318113065316541,4548229588224812420,1964786946992177764
5770705851502512987,3,3417318113065316541,4548229588224812420,1964786946992177764
363519804874214311,3,3417318113065316541,4548229588224812420,1964786946992177764
3839517354702268798,3,3417318113065316541,4548229588224812420,1964786946992177764
